Puzzle Date,Constructor,Day of Week,Cheat Pct,Adjusted Mean,Adjusted Median,Adjusted P75,Adjusted P90,Actual Mean,Actual Median,Actual P75,Actual P90
2021-09-27,Zachary David Levy,Monday,0.03659,0.03385,-0.11429,0.03467,0.29755,-0.04313,-0.09666,0.04538,0.29755
2021-03-15,Philip K. Chow,Monday,0.1375,0.04329,-0.11554,0.0878,0.74847,-0.04763,-0.07232,0.08687,0.26185
2021-05-09,Brad Wiegmann,Sunday,0.1746,-0.06152,-0.11868,0.18529,0.28699,-0.02857,-0.07909,0.10431,0.2281
2021-04-09,Jamey Smith,Friday,0.13115,-0.10986,-0.12193,0.05964,0.32529,-0.11654,-0.11675,0.05539,0.26715
2021-04-08,Jake Halperin,Thursday,0.13636,-0.0716,-0.12422,0.06292,0.33567,-0.0542,-0.06773,0.07634,0.28666
2021-09-15,Sophie Buchmueller and Ross Trudeau,Wednesday,0.04054,-0.11805,-0.12552,0.02503,0.26141,-0.08444,-0.11103,0.02503,0.26141
2021-03-11,Leslie Rogers,Thursday,0.14063,-0.06374,-0.12614,0.1046,0.3149,-0.03182,-0.07018,0.09538,0.3149
2021-06-23,Kate Hawkins,Wednesday,0.06494,-0.08354,-0.12872,0.07256,0.25928,-0.04398,-0.08172,0.12717,0.2627
2021-02-02,Adesina O. Koiki,Tuesday,0.17647,-0.06987,-0.12879,0.04209,0.36292,-0.11718,-0.15395,-0.03503,0.21811
2021-03-05,Sridhar Bhagavathula,Friday,0.10714,0.04422,-0.13435,0.21767,0.83718,0.05458,-6.00E-05,0.19723,0.51461
2021-09-26,Priyanka Sethy and Matthew Stock,Sunday,0.13043,-0.12131,-0.13491,0.01748,0.31306,-0.08837,-0.11142,0.01772,0.17616
2021-12-29,Simon Marotte and Victor Fleming,Wednesday,0.05479,-0.03896,-0.13612,0.04278,0.36992,-0.05088,-0.08576,0.1044,0.26662
2021-06-14,Andrea Carla Michaels and Doug Peterson,Monday,0.08235,-0.10472,-0.13635,0.01611,0.22767,-0.06694,-0.12257,0.01715,0.19739
2021-11-01,Fiona Taylor,Monday,0.06977,-0.02811,-0.13641,0.10448,0.41624,-0.05371,-0.10024,0.08065,0.25207
2021-10-19,Ross Trudeau,Tuesday,0.1375,0.17442,-0.13657,0.06925,0.82162,-0.09759,-0.09033,0.03507,0.14193
2021-12-06,Emily Rourke,Monday,0.05747,0.0368,-0.13825,0.15441,0.33467,-0.00455,-0.12331,0.11409,0.29062
2021-08-16,Freddie Cheng,Monday,0.04819,0.05805,-0.13889,-0.01496,0.16622,-0.07189,-0.09091,0.00977,0.17281
2021-02-21,Matthew Stock,Sunday,0.19298,-0.09196,-0.13957,0.05385,0.37465,-0.11095,-0.11185,0.04807,0.09644
2021-11-16,Drew Schmenner,Tuesday,0.06742,-0.04998,-0.14047,0.02471,0.35792,-0.03697,-0.0744,0.09347,0.21517
2021-03-20,Emily Carroll,Saturday,0.13462,-0.04934,-0.14078,0.00539,0.48652,-0.03844,-0.08319,0.05001,0.35508
2021-03-04,Blake Slonecker,Thursday,0.12903,-0.07124,-0.14194,0.06848,0.38481,-0.01217,-0.06721,0.0716,0.37089
2021-04-22,Jem Burch,Thursday,0.13235,-0.10153,-0.14325,0.01501,0.28689,-0.08377,-0.12687,0.05,0.19829
2021-02-20,Ali Gascoigne,Saturday,0.13462,-0.14434,-0.14366,0.04001,0.2778,-0.10652,-0.14366,0.06163,0.31398
2021-04-07,Adrian Johnson,Wednesday,0.14493,-0.07069,-0.14371,0.00911,0.36263,-0.12811,-0.16003,-0.01544,0.15241
2021-07-26,Tommy Pauly,Monday,0.02469,-0.11746,-0.14512,-0.00791,0.17503,-0.04875,-0.10894,0.01809,0.1751
2021-02-03,Yacob Yonas,Wednesday,0.12121,-0.12087,-0.14512,-0.00568,0.3264,-0.11118,-0.12199,-0.03295,0.17214
2021-11-21,Adam Wagner,Sunday,0.13043,-0.08598,-0.14677,0.10313,0.344,-0.02792,-0.08651,0.13633,0.27394
2021-12-04,Nam Jin Yoon,Saturday,0.07353,-0.04747,-0.14726,0.07139,0.5905,-0.06131,-0.12942,0.08424,0.45287
2021-03-26,Daniel Larsen,Friday,0.13115,-0.07193,-0.14854,0.14428,0.32306,-0.09068,-0.12285,0.11019,0.23206
2021-03-12,Peter Wentz,Friday,0.14286,-0.06398,-0.14959,0.19424,0.44403,-0.08155,-0.06564,0.10807,0.32912
2021-08-10,Anne Grae Martin,Tuesday,0.06173,-0.14296,-0.14984,0.01962,0.13222,-0.10739,-0.11491,0.01962,0.11705
2021-01-22,Daniel Larsen,Friday,0.12069,-0.01116,-0.15029,0.18775,0.77631,0.00201,-0.1086,0.18775,0.43294
2021-01-03,Paolo Pasco,Sunday,0.19231,-0.05579,-0.15126,0.0118,0.2996,-0.10553,-0.14637,0.00614,0.21289
2021-02-11,Alex Eaton-Salners,Thursday,0.09677,-0.06107,-0.15132,0.09106,0.42099,-0.02086,-0.05074,0.13203,0.25038
2021-08-14,Nam Jin Yoon,Saturday,0.04918,-0.09653,-0.1522,0.13589,0.3043,-0.01531,-0.08398,0.17526,0.55223
2021-07-18,Jesse Goldberg,Sunday,0.12308,-0.1516,-0.15324,0.02759,0.23465,-0.07861,-0.12656,0.0886,0.15224
2021-08-07,Adam Aaronson,Saturday,0.04688,-0.16999,-0.15356,-0.00779,0.23476,-0.08562,-0.10427,0.02433,0.33799
2021-08-21,Joseph Greenbaum,Saturday,0.09375,-0.07509,-0.1546,0.12118,0.37454,-0.08566,-0.11052,0.09498,0.34865
2021-11-04,David Steinberg,Thursday,0.07792,-0.06533,-0.15525,0.11605,0.56283,-0.04468,-0.12554,0.10241,0.3492
2021-04-14,Nathan Hasegawa,Wednesday,0.17333,-0.06095,-0.15778,0.01771,0.16808,-0.12393,-0.15949,0.00128,0.10307
2021-08-04,Brandon Koppy,Wednesday,0.11538,-0.09334,-0.15806,0.02688,0.3208,-0.0892,-0.11724,0.02107,0.25328
2021-09-24,Stella Zawistowski,Friday,0.04615,-0.01253,-0.15964,0.05263,0.36734,0.03249,-0.11096,0.09229,0.34959
2021-12-19,Laura Taylor Kinnel,Sunday,0.12121,-0.06043,-0.16036,0.02511,0.50282,-0.0541,-0.0837,0.01911,0.13991
2021-07-16,Sophia Maymudes and Kyra Wilson,Friday,0.12308,-0.04093,-0.16045,0.11768,0.55091,-0.0183,-0.08383,0.08955,0.44014
2021-11-06,Brooke Husic and Will Nediger,Saturday,0.125,-0.08274,-0.16439,0.07551,0.5346,-0.09155,-0.14675,0.05242,0.3473
2021-07-27,Jennifer Lee and Victor Galson,Tuesday,0.08537,-0.16812,-0.16606,-0.05733,0.07432,-0.09773,-0.1524,-0.02868,0.06963
2021-12-01,Christopher Youngs,Wednesday,0.06098,-0.05453,-0.16651,0.0556,0.35539,-0.03502,-0.09146,0.08418,0.25803
2021-10-26,Michael Schlossberg,Tuesday,0.0875,-0.09885,-0.16711,-0.00723,0.18323,-0.13599,-0.14038,-0.01043,0.13866
2021-06-27,Ross Trudeau and Lindsey Hobbs,Sunday,0.10769,-0.17037,-0.16725,-0.00424,0.30949,-0.09091,-0.12282,0.05723,0.18797
2021-10-12,Conor Sefkow,Tuesday,0.03571,-0.12489,-0.16954,0.00432,0.28438,-0.0813,-0.11318,0.02208,0.19489
2021-05-07,Brooke Husic,Friday,0.06349,-0.07877,-0.16991,0.04248,0.40275,0.00565,-0.09365,0.20203,0.4488
2021-04-27,Jeff McDermott,Tuesday,0.16667,-0.10132,-0.17123,-0.03009,0.34748,-0.20763,-0.18654,-0.08473,0.02999
2021-11-03,Dan Harris,Wednesday,0.09091,-0.04408,-0.17297,-0.00703,0.3604,-0.10376,-0.12226,-0.01901,0.17047
2021-12-27,Adam Aaronson,Monday,0.05814,-0.04735,-0.17321,0.00103,0.09711,-0.11939,-0.14943,0.00103,0.07519
2021-10-01,Jim Horne and Jeff Chen,Friday,0.10606,-0.07586,-0.17325,0.14001,0.56633,-0.08971,-0.16667,0.14001,0.34187
2021-10-11,Ben Pall,Monday,0.05882,-0.11074,-0.17409,-0.00601,0.18415,-0.12733,-0.14591,-0.02088,0.07859
2021-04-28,Hal Moore,Wednesday,0.12162,-0.05973,-0.17554,-0.00175,0.28183,-0.04455,-0.12286,0.01073,0.32701
2021-09-20,Pao Roy,Monday,0.08046,-0.10136,-0.17585,0.0047,0.24662,-0.11507,-0.11872,0.0047,0.15919
2021-10-16,Caitlin Reid and Erik Agard,Saturday,0.10938,-0.10623,-0.17588,0.04267,0.23037,-0.10918,-0.15783,0.03651,0.18051
2021-10-04,Christina Iverson and Andrea Carla Michaels,Monday,0.06024,0.15739,-0.17623,0.01054,0.1318,-0.13448,-0.15282,0.01604,0.11709
2021-06-18,Daniel Larsen,Friday,0.15625,-0.01031,-0.17645,0.22998,0.61076,-0.01652,-0.10112,0.12764,0.34188
2021-11-27,Trenton Charlson,Saturday,0.04545,-0.12703,-0.17891,0.05457,0.27999,-0.07604,-0.11547,0.04501,0.43966
2021-08-25,Adam Vincent,Wednesday,0.05263,-0.10182,-0.17935,0.0989,0.37259,-0.02236,-0.08471,0.11633,0.40408
2021-05-27,Barbara Lin,Thursday,0.13043,-0.10276,-0.17945,-0.03459,0.28284,-0.15716,-0.15391,-0.05351,0.12994
2021-02-10,Kate Hawkins,Wednesday,0.04615,-0.0952,-0.18007,0.01045,0.24903,0.04295,-0.10734,0.06794,0.17832
2021-12-23,Stephen McCarthy,Thursday,0.08108,-0.01417,-0.18056,0.00741,0.36978,-0.08326,-0.15904,0.04418,0.27942
2021-10-15,Ashton Anderson,Friday,0.04412,-0.16068,-0.1834,-0.00211,0.18534,-0.12025,-0.16047,0.02064,0.18534
2021-11-10,Max Chen Lauring and Benjamin Chen Lauring,Wednesday,0.09412,-0.03719,-0.18475,0.05334,0.35223,0.00309,-0.13537,0.05334,0.32761
2021-10-24,Katie Hale,Sunday,0.10448,-0.19526,-0.18514,-0.08123,0.08818,-0.1424,-0.12448,-0.06908,0.03984
2021-07-30,Eric Bornstein,Friday,0.12857,0.03676,-0.18515,0.12405,0.34498,0.03154,-0.13879,0.05388,0.34021
2021-11-20,Mary Lou Guizzo and Jeff Chen,Saturday,0.08696,-0.12301,-0.19096,0.05946,0.34707,-0.11582,-0.171,0.05946,0.21097
2021-05-26,Will Nediger,Wednesday,0.08219,-0.18903,-0.19398,-0.04233,0.14008,-0.11097,-0.15052,-0.0253,0.16444
2021-05-05,Bryce Hwang and  Rahul Sridhar and Akshay Ravikumar,Wednesday,0.11538,-0.10138,-0.19455,-0.05535,0.18597,-0.12213,-0.10784,-0.00555,0.13318
2021-06-04,Nam Jin Yoon,Friday,0.03226,-0.07578,-0.19621,0.08763,0.40985,-0.01502,-0.07564,0.12931,0.40985
2021-02-16,Johanna Fenimore,Tuesday,0.15278,-0.12881,-0.19864,-0.04213,0.29591,-0.14139,-0.18837,-0.06891,0.11374
2021-04-19,Andrea Carla Michaels,Monday,0.06173,-0.19802,-0.19908,-0.02602,0.16868,-0.06434,-0.12081,0.05631,0.3403
2021-06-15,Owen Travis,Tuesday,0.06098,-0.204,-0.20011,-0.07166,0.12518,-0.13774,-0.14055,-0.04597,0.14348
2021-07-01,Joe Deeney,Thursday,0.05634,-0.18776,-0.20084,0.00836,0.08964,-0.09618,-0.13129,0.0518,0.14675
2021-11-02,Vaibhav Srikaran and Matthew Stock,Tuesday,0.07059,-0.09184,-0.20085,-0.0074,0.14368,-0.12897,-0.14831,-0.0074,0.11846
2021-06-11,Matthew Stock,Friday,0.04615,-0.14854,-0.2024,-0.04449,0.27136,-0.05694,-0.10295,0.06729,0.28003
2021-05-02,Dan Schoenholz,Sunday,0.16923,-0.14728,-0.20247,-0.01937,0.43662,-0.12183,-0.17069,-0.05949,0.1493
2021-01-30,Nam Jin Yoon,Saturday,0.09091,-0.14771,-0.20358,0.07287,0.32204,-0.04531,-0.15171,0.04395,0.22451
2021-05-30,Adam Wagner,Sunday,0.18333,-0.10362,-0.20413,0.17775,0.38897,-0.05273,-0.15882,0.15309,0.36527
2021-08-08,Christina Iverson and Jeff Chen,Sunday,0.10145,-0.18461,-0.20429,-0.04089,0.22842,-0.12855,-0.19354,-0.03504,0.16216
2021-06-10,Sheldon Polonsky,Thursday,0.17333,-0.12807,-0.20705,-0.02306,0.29274,-0.14973,-0.20705,-0.02306,0.15255
2021-12-17,Evans Clinchy,Friday,0.01538,-0.16081,-0.20798,-0.06665,0.20798,-0.12247,-0.17645,0.06799,0.2415
2021-04-12,Aimee Lucido and Ella Dershowitz,Monday,0.12048,-0.04306,-0.20924,-0.03483,0.37966,-0.14169,-0.16057,-0.03752,0.08054
2021-05-24,Adrienne Atkins,Monday,0.0125,-0.25086,-0.21055,-0.03385,0.10707,-0.11193,-0.10339,-0.0061,0.10707
2021-03-09,Simon Marotte,Tuesday,0.12,-0.19827,-0.2145,-0.14479,0.15655,-0.2139,-0.2145,-0.14479,0.1365
2021-10-30,Michael Hawkins,Saturday,0.14516,-0.08412,-0.21562,0.0527,0.61092,-0.17643,-0.2145,-0.05757,0.22252
2021-07-15,Max Carpenter,Thursday,0.09722,-0.15121,-0.21717,-0.04323,0.22907,-0.10668,-0.14526,0.01529,0.22254
2021-01-13,Matthew Stock,Wednesday,0.11765,-0.11619,-0.21774,0.03704,0.17486,-0.15949,-0.18182,-0.02197,0.12774
2021-12-13,Tomas Spiers,Monday,0.01136,-0.23304,-0.21938,-0.09209,0.07644,-0.15191,-0.18655,-0.03856,0.10645
2021-05-14,Yacob Yonas,Friday,0.10938,-0.19855,-0.22003,-0.0013,0.14755,-0.15367,-0.21001,0.01166,0.17657
2021-12-30,John Ewbank,Thursday,0.01493,-0.22749,-0.22219,-0.11532,0.01591,-0.17272,-0.17037,-0.0454,0.08765
2021-06-19,Sophia Maymudes,Saturday,0.07813,-0.20031,-0.22254,-0.05838,0.21023,-0.15304,-0.1915,-0.05838,0.18803
2021-05-23,Jennifer Nebergall,Sunday,0.13559,-0.20433,-0.22261,-0.04903,0.18122,-0.1476,-0.17323,-0.01274,0.195
2021-03-03,Ann Shan,Wednesday,0.07143,-0.22497,-0.22311,-0.07044,0.0433,-0.14531,-0.13512,0.009,0.09622
2021-06-07,Erika Ettin,Monday,0.10588,-0.08145,-0.22498,-0.10412,0.12378,-0.18558,-0.19111,-0.09697,0.03473
2021-01-07,Matthew Stock and Sid Sivakumar,Thursday,0.08929,-0.13765,-0.22738,-0.01734,0.40305,-0.08303,-0.09663,0.03592,0.15632
2021-07-09,Robyn Weintraub,Friday,0.07463,-0.15351,-0.2287,-0.04358,0.04539,-0.15413,-0.16445,0.02145,0.1127
2021-03-06,Sid Sivakumar,Saturday,0.10526,-0.24771,-0.23434,-0.0758,0.15335,-0.18631,-0.16698,-0.03771,0.15335
2021-10-05,Hoang-Kim Vu and Jessica Zetzman,Tuesday,0.03797,-0.14184,-0.23662,-0.12713,0.14575,-0.20144,-0.21906,-0.12534,0.03978
2021-05-31,Michael Lieberman,Monday,0.07229,-0.19673,-0.23686,-0.07745,0.19561,-0.16457,-0.20343,-0.07243,0.07673
2021-12-08,Philip Koski,Wednesday,0.025,-0.24697,-0.23691,-0.06461,0.0334,-0.17755,-0.17774,-0.0521,0.06302
2021-12-14,Tao Platt,Tuesday,0.05952,-0.15108,-0.23737,-0.09466,0.05586,-0.1612,-0.19037,-0.07769,0.02054
2021-09-08,Lee Taylor,Wednesday,0.06329,-0.20059,-0.23864,-0.07464,0.10508,-0.14065,-0.2041,-0.03783,0.14173
2021-02-05,Erik Agard,Friday,0.11667,-0.098,-0.23935,0.09332,0.34366,-0.13733,-0.17498,-0.01001,0.2462
2021-09-17,Matthew Stock,Friday,0.07692,-0.14205,-0.24044,0.00823,0.17192,-0.10989,-0.13546,0.00849,0.17192
2021-07-22,John Guzzetta,Thursday,0.04167,-0.16471,-0.24245,-0.08887,0.29362,-0.09682,-0.12856,0.01248,0.22183
2021-01-27,Mike Knobler,Wednesday,0.07353,-0.23777,-0.24437,-0.05223,0.18228,-0.15484,-0.16337,-0.05958,0.18039
2021-05-17,Wren Schultz,Monday,0.08537,-0.17898,-0.24482,-0.04762,0.17331,-0.15983,-0.17943,-0.06371,0.09444
2021-05-13," Andy Kravis, Natan Last and The J.A.S.A. Crossword Class",Thursday,0.11111,-0.19415,-0.24543,-0.06233,0.23172,-0.12404,-0.16204,-0.03442,0.15326
2021-01-11,Martha Kimes,Monday,0.10959,-0.16051,-0.24554,-0.11167,0.17021,-0.23902,-0.24554,-0.13975,-0.04611
2021-08-05,Adam Wagner,Thursday,0.02703,-0.25622,-0.24727,-0.07685,0.00491,-0.16149,-0.1564,-0.01585,0.09686
2021-10-22,Robyn Weintraub,Friday,0.07353,-0.12155,-0.24749,-0.05474,0.59584,-0.13684,-0.18597,-0.0518,0.15779
2021-06-01,Finn Vigeland,Tuesday,0.1125,-0.18268,-0.25041,-0.10231,0.06972,-0.20991,-0.23931,-0.10577,0.01386
2021-05-10,Zhouqin Burnikel,Monday,0.08642,-0.20384,-0.2506,-0.05529,0.15255,-0.16087,-0.21081,-0.03298,0.10899
2021-12-09,Alexander Liebeskind,Thursday,0.05405,-0.2031,-0.25093,-0.1007,0.07765,-0.20801,-0.25057,-0.12018,0.03873
2021-12-15,Jessie Bullock and Ross Trudeau,Wednesday,0.07317,-0.15658,-0.25429,-0.10315,0.11717,-0.17786,-0.21171,-0.04702,0.1026
2021-09-13,A. Tariq,Monday,0.03529,-0.18472,-0.25467,-0.1467,-0.04354,-0.23164,-0.22697,-0.13913,-0.05413
2021-02-01,Soleil Saint-Cyr,Monday,0.07792,-0.22775,-0.25607,-0.17501,0.0788,-0.21688,-0.21838,-0.15399,-0.04968
2021-08-11,Joe DiPietro,Wednesday,0.0875,-0.14329,-0.25774,-0.09351,0.25612,-0.16191,-0.21469,-0.09351,0.19369
2021-07-02,Brooke Husic and Adam Nicolle,Friday,0.08824,-0.18691,-0.25919,-0.08098,0.30455,-0.17833,-0.22115,-0.07285,0.13613
2021-02-17,David Harris and Evan Kalish,Wednesday,0.12121,-0.24268,-0.2612,-0.13478,0.10478,-0.19986,-0.24573,-0.08634,0.10478
2021-10-02,Wendy L. Brandes,Saturday,0.10606,-0.14537,-0.26184,-0.01107,0.31253,-0.07286,-0.18847,0.02867,0.22794
2021-06-03,Kyra Wilson and Sophia Maymudes,Thursday,0.09859,-0.12513,-0.26365,0.02481,0.25809,-0.0844,-0.13285,0.0299,0.23039
2021-09-12,Alex Rosen,Sunday,0.12308,-0.25839,-0.26378,-0.09985,0.08787,-0.24016,-0.25747,-0.14259,-0.05782
2021-01-29,Robyn Weintraub,Friday,0.05172,-0.1834,-0.26552,-0.01844,0.21757,-0.10245,-0.14865,0.03883,0.31617
2021-08-02,Kyra Wilson,Monday,0.05814,-0.21278,-0.26733,-0.1175,0.02746,-0.19814,-0.23363,-0.11013,0.02851
2021-10-09,August  Lee-Kovach,Saturday,0.07813,-0.24529,-0.26735,-0.12145,0.12051,-0.23752,-0.21839,-0.14261,0.0216
2021-07-06,Katie Hale,Tuesday,0.07143,-0.18245,-0.27087,-0.08004,0.21171,-0.17755,-0.21053,-0.08004,0.09233
2021-06-09,Byron Walden,Wednesday,0.0641,-0.24665,-0.27122,-0.07,0.15542,-0.15045,-0.16837,-0.01515,0.15542
2021-05-08,David Steinberg,Saturday,0.10526,-0.17906,-0.27308,0.06149,0.29603,-0.15618,-0.20336,0.01691,0.18533
2021-05-18,Margaret Seikel,Tuesday,0.09091,-0.25333,-0.27725,-0.08804,0.14968,-0.19963,-0.26379,-0.08688,0.05945
2021-11-08,Carl Larson,Monday,0.03488,-0.27798,-0.28505,-0.16311,-0.00224,-0.2334,-0.24265,-0.15036,-0.00963
2021-01-15,Josh Knapp,Friday,0.10169,-0.1812,-0.28585,-0.0451,0.33515,-0.18005,-0.20985,-0.0451,0.15109
2021-05-06,Ed Sessa,Thursday,0.17143,-0.14042,-0.29203,-0.06176,0.45271,-0.16512,-0.23172,-0.07264,0.07341
2021-09-30,Rich Proulx,Thursday,0.09589,-0.23279,-0.29375,-0.11844,0.07554,-0.20095,-0.28894,-0.07883,0.10771
2021-06-20,Michael Lieberman,Sunday,0.10769,-0.26465,-0.29408,-0.17982,0.12277,-0.17235,-0.21543,-0.12324,0.10786
2021-10-21,Michael Lieberman,Thursday,0.06757,-0.27476,-0.2997,-0.17133,0.05979,-0.21769,-0.24887,-0.10714,0.06562
2021-03-01,Michael Lieberman,Monday,0.1039,-0.10543,-0.30265,-0.13891,0.12024,-0.22037,-0.27835,-0.13891,0.00207
2021-12-07,Margaret Seikel,Tuesday,0,-0.34621,-0.30763,-0.19232,-0.06697,-0.27371,-0.28639,-0.17395,-0.06697
2021-12-11,Hal Moore,Saturday,0.04615,-0.27178,-0.31272,-0.164,0.06645,-0.23705,-0.26727,-0.09746,0.04077
2021-02-27,Yacob Yonas,Saturday,0.15094,-0.24223,-0.31468,-0.05016,0.27645,-0.25362,-0.25972,-0.14608,0.01651
2021-02-07,Katie Hale and Christina Iverson,Sunday,0.07143,-0.27666,-0.32015,-0.15758,0.01912,-0.20823,-0.24018,-0.11282,0.01912
2021-09-07,Zhouqin Burnikel,Tuesday,0.02439,-0.29148,-0.32107,-0.18858,-0.04639,-0.24381,-0.25348,-0.14233,-0.04004
2021-10-28,Alan Massengill,Thursday,0.05479,-0.21023,-0.32331,-0.17212,-0.00824,-0.23932,-0.24558,-0.15734,0.02218
2021-06-25,Scott Earl,Friday,0.13636,-0.20384,-0.32798,-0.08702,0.36519,-0.23974,-0.30108,-0.12702,0.05794
2021-10-17,Jeff Chen,Sunday,0.10294,-0.24637,-0.33007,-0.14656,0.14574,-0.21779,-0.26194,-0.0888,0.11636
2021-07-24,Adam Aaronson and Ricky Cruz,Saturday,0.0625,-0.30495,-0.33013,-0.13679,0.06884,-0.24719,-0.2614,-0.08264,0.1181
2021-02-06,Kameron Austin Collins,Saturday,0.13208,-0.26477,-0.33288,-0.12786,0.17546,-0.20094,-0.29144,-0.11558,0.15698
2021-04-13,Michael Lieberman,Tuesday,0.10256,-0.30172,-0.33632,-0.21427,-0.0274,-0.28092,-0.29548,-0.19097,-0.08259
2021-10-08,Yacob Yonas,Friday,0.05714,-0.34177,-0.34003,-0.2355,-0.07618,-0.29368,-0.2993,-0.18184,0.03393
2021-05-04,Nina Sloan,Tuesday,0.10976,-0.27963,-0.34255,-0.23467,0.015,-0.30475,-0.3344,-0.23817,-0.14196
2021-04-30,Kate Hawkins,Friday,0.07813,-0.29335,-0.34396,-0.11611,0.01989,-0.24327,-0.23392,-0.10269,0.07907
2021-11-19,John Hawksley,Friday,0.10526,-0.19286,-0.34404,-0.13768,0.08523,-0.22966,-0.2841,-0.17902,0.08417
2021-08-18,Alina Abidi,Wednesday,0.07595,-0.28815,-0.34419,-0.16019,-0.01445,-0.26138,-0.27414,-0.14522,-0.06077
2021-06-12,Brooke Husic and Brian Thomas,Saturday,0.11475,-0.25564,-0.34468,-0.13871,0.13886,-0.24276,-0.3331,-0.09601,0.08774
2021-11-14,Aimee Lucido and Ella Dershowitz,Sunday,0.14865,-0.2368,-0.35788,-0.11221,0.2767,-0.28635,-0.33756,-0.20571,-0.02364
2021-11-23,Eric Bornstein,Tuesday,0.01136,-0.36305,-0.35964,-0.22788,-0.13543,-0.27785,-0.27686,-0.20224,-0.11044
2021-11-13,Adam Aaronson,Saturday,0.07576,-0.2993,-0.36008,-0.14923,0.19399,-0.26386,-0.33211,-0.16309,-0.04319
2021-06-17,Blake Slonecker,Thursday,0.07792,-0.31772,-0.3618,-0.16026,0.04476,-0.21454,-0.2621,-0.06112,0.18009
2021-03-28,Olivia Mitra Framke,Sunday,0.14754,-0.35584,-0.36702,-0.24413,-0.12487,-0.35265,-0.35701,-0.2631,-0.1705
2021-05-11,Kevin Patterson,Tuesday,0.09756,-0.21683,-0.36808,-0.18127,0.17282,-0.27792,-0.30958,-0.16523,-0.01016
2021-08-27,Robyn Weintraub,Friday,0.06944,-0.25471,-0.37708,-0.11806,0.151,-0.23586,-0.29635,-0.10728,0.02252
2021-04-20,Adam Wagner,Tuesday,0.08861,-0.33412,-0.37873,-0.17154,0.0499,-0.32068,-0.37038,-0.20301,-0.09728
2021-01-06,Eric Bornstein,Wednesday,0.05263,-0.31648,-0.37961,-0.14154,-0.02257,-0.2759,-0.29385,-0.14154,-0.02257
2021-02-23,Kate Hawkins,Tuesday,0.05797,-0.39058,-0.39825,-0.21228,-0.07285,-0.31253,-0.32489,-0.20046,-0.07285
2021-04-17,Leslie Rogers,Saturday,0.11475,-0.211,-0.39885,-0.07553,0.38172,-0.18326,-0.35618,-0.08352,0.23491
2021-04-02,Kyra Wilson and Sophia Maymudes,Friday,0.09375,-0.30497,-0.4119,-0.1633,-0.01013,-0.25885,-0.3282,-0.07824,-0.00394
2021-10-14,Matt Fuchs,Thursday,0.0137,-0.41131,-0.4137,-0.32961,-0.10237,-0.33671,-0.36267,-0.24051,-0.10237
2021-02-04,Derek Allen,Thursday,0.1129,-0.32495,-0.41569,-0.20176,0.15382,-0.30111,-0.35194,-0.23252,-0.05501
2021-02-13,Will Nediger,Saturday,0.05357,-0.3371,-0.42518,-0.12597,0.04049,-0.2467,-0.25734,-0.12751,-0.04832
2021-09-22,Grant Boroughs,Wednesday,0.02564,-0.40672,-0.42834,-0.2912,-0.14644,-0.33785,-0.37905,-0.2702,-0.11356
2021-10-27,Johanna Fenimore,Wednesday,0.05128,-0.35745,-0.43489,-0.31994,-0.0718,-0.31745,-0.38849,-0.22932,-0.06261
2021-12-05,Chase Dittrich and Jeff Chen,Sunday,0.04286,-0.40107,-0.43665,-0.28534,-0.13032,-0.30676,-0.33472,-0.21939,-0.09773
2021-10-29,Aimee Lucido,Friday,0.02941,-0.36763,-0.43686,-0.233,0.03364,-0.32834,-0.39571,-0.20157,-0.02931
2021-09-16,Kevin Patterson,Thursday,0.08333,-0.34999,-0.45792,-0.31114,-0.11272,-0.37798,-0.40663,-0.27726,-0.16437
2021-11-18,Ori Brian,Thursday,0.07407,-0.36665,-0.46193,-0.29057,-0.11092,-0.3695,-0.39727,-0.24964,-0.11795